company_id,name,rating,about_company,website,naukari_url
4800987,HM Clause,N/A,N/A,N/A,https://www.naukri.com/hm-clause-overview-4800987?tab=jobs
8028649,Yeemak Siwoo,N/A,N/A,N/A,https://www.naukri.com/yeemak-siwoo-overview-8028649?tab=jobs
4579793,Amkette Analytics,N/A,N/A,N/A,https://www.naukri.com/amkette-analytics-overview-4579793?tab=jobs
4596177,Fosroc Chemicals,4.4,N/A,N/A,https://www.naukri.com/fosroc-chemicals-overview-4596177?tab=jobs
4604369,Jay Chemical Industries,4.2,N/A,N/A,https://www.naukri.com/jay-chemical-industries-overview-4604369?tab=jobs
8600,TAK Technologies,N/A,N/A,N/A,https://www.naukri.com/tak-technologies-overview-8600?tab=jobs
4579805,Amnex,3.9,N/A,N/A,https://www.naukri.com/amnex-overview-4579805?tab=jobs
2933168,Rekhta Foundation,N/A,N/A,N/A,https://www.naukri.com/rekhta-foundation-overview-2933168?tab=jobs
524692,Euromonitor,3.6,N/A,N/A,https://www.naukri.com/euromonitor-overview-524692?tab=jobs
311706,Serena Spa,N/A,N/A,N/A,https://www.naukri.com/serena-spa-overview-311706?tab=jobs
4161944,Loadshare Networks,3.4,N/A,N/A,https://www.naukri.com/loadshare-networks-overview-4161944?tab=jobs
